Best Feminist Books,https://goodreads.com/list/show/62.Best_Feminist_Books,"2,417 books
    
    3,357 voters"
Title,List,Listfulldetails
Our Favorite Indie Reads,https://goodreads.com/list/show/10942.Our_Favorite_Indie_Reads,"3,514 books
    
    3,350 voters"
YA Debuts 2015,https://goodreads.com/list/show/36218._YA_Debuts_2015,"441 books
    
    3,336 voters"
Recommended Historical Fiction,https://goodreads.com/list/show/1371.Recommended_Historical_Fiction,"3,317 books
    
    3,331 voters"
Books That Made You Cry,https://goodreads.com/list/show/2328.Books_That_Made_You_Cry,"1,543 books
    
    3,325 voters"
The Best of Gay Romance,https://goodreads.com/list/show/959.The_Best_of_Gay_Romance,"3,329 books
    
    3,312 voters"
Can't Wait Sci-Fi/Fantasy of 2015,https://goodreads.com/list/show/74206.Can_t_Wait_Sci_Fi_Fantasy_of_2015,"573 books
    
    3,292 voters"
Can't Wait Sci-Fi/Fantasy of 2013,https://goodreads.com/list/show/20917.Can_t_Wait_Sci_Fi_Fantasy_of_2013,"615 books
    
    3,291 voters"
Books I Regret Reading,https://goodreads.com/list/show/1774.Books_I_Regret_Reading,"2,146 books
    
    3,254 voters"
Hottest Dirty Talk!,https://goodreads.com/list/show/42779.Hottest_Dirty_Talk_,"1,629 books
    
    3,251 voters"
Best Unappreciated Books,https://goodreads.com/list/show/471.Best_Unappreciated_Books,"3,225 books
    
    3,249 voters"
Title,List,Listfulldetails
أفضل 50 كتاب عربي,https://goodreads.com/list/show/32339._50_,"899 books
    
    3,231 voters"
Top Ten Romances Of 2014,https://goodreads.com/list/show/75390.Top_Ten_Romances_Of_2014,"786 books
    
    3,222 voters"
Female Psychological Thrillers/Suspense Written by Women,https://goodreads.com/list/show/38997.Female_Psychological_Thrillers_Suspense_Written_by_Women,"1,151 books
    
    3,221 voters"
Best Literary Mysteries,https://goodreads.com/list/show/914.Best_Literary_Mysteries,"2,318 books
    
    3,221 voters"
Vampires and Werewolves and Witches...Oh My!,https://goodreads.com/list/show/272.Vampires_and_Werewolves_and_Witches_Oh_My_,"1,859 books
    
    3,220 voters"
Books You Would Recommend to Strangers,https://goodreads.com/list/show/2997.Books_You_Would_Recommend_to_Strangers,"6,595 books
    
    3,218 voters"
Best Book Covers for 2010,https://goodreads.com/list/show/5296.Best_Book_Covers_for_2010,"358 books
    
    3,200 voters"
Best Japanese Books,https://goodreads.com/list/show/32.Best_Japanese_Books,"726 books
    
    3,191 voters"
Best Books Involving Forbidden Love,https://goodreads.com/list/show/8324.Best_Books_Involving_Forbidden_Love,"1,372 books
    
    3,187 voters"
Little Known Authors Worth Reading,https://goodreads.com/list/show/18072.Little_Known_Authors_Worth_Reading,"3,798 books
    
    3,175 voters"
Title,List,Listfulldetails
YA Novels of 2019,https://goodreads.com/list/show/128821.YA_Novels_of_2019,"872 books
    
    3,152 voters"
Best Romance Books Ever,https://goodreads.com/list/show/8329.Best_Romance_Books_Ever,"3,070 books
    
    3,152 voters"
Series Reading List,https://goodreads.com/list/show/2630.Series_Reading_List,"1,424 books
    
    3,147 voters"
Best Gothic Books Of All Time,https://goodreads.com/list/show/1230.Best_Gothic_Books_Of_All_Time,"384 books
    
    3,146 voters"
YA Novels by Goodreads Authors,https://goodreads.com/list/show/2597.YA_Novels_by_Goodreads_Authors,"1,778 books
    
    3,137 voters"
Books you wish more people knew about - Part II,https://goodreads.com/list/show/19253.Books_you_wish_more_people_knew_about_Part_II,"3,072 books
    
    3,135 voters"
Best Books of 2017,https://goodreads.com/list/show/107026.Best_Books_of_2017,"1,670 books
    
    3,122 voters"
Most ANTICIPATED ROMANCE books for 2014,https://goodreads.com/list/show/70505.Most_ANTICIPATED_ROMANCE_books_for_2014,"1,096 books
    
    3,121 voters"
The Best Paranormal/Fantasy/Sci-Fi  Books,https://goodreads.com/list/show/5392.The_Best_Paranormal_Fantasy_Sci_Fi_Books,"2,355 books
    
    3,121 voters"
2013 New Adult Releases,https://goodreads.com/list/show/28834.2013_New_Adult_Releases,"1,140 books
    
    3,094 voters"
Title,List,Listfulldetails
Best Book Covers 2011,https://goodreads.com/list/show/7253.Best_Book_Covers_2011,"745 books
    
    3,076 voters"
Best Zombie Books,https://goodreads.com/list/show/8997.Best_Zombie_Books,"1,422 books
    
    3,050 voters"
YA Novels of 2020,https://goodreads.com/list/show/111980.YA_Novels_of_2020,"825 books
    
    3,041 voters"
Best Ending,https://goodreads.com/list/show/574.Best_Ending,"4,521 books
    
    3,030 voters"
Biography and Memoirs that are BETTER than Fiction,https://goodreads.com/list/show/25573.Biography_and_Memoirs_that_are_BETTER_than_Fiction,"2,126 books
    
    3,029 voters"
أفضل الكتب العربية الصادرة في 2012,https://goodreads.com/list/show/27123._2012,"248 books
    
    3,023 voters"
The Most Deserving Newbery,https://goodreads.com/list/show/521.The_Most_Deserving_Newbery,"103 books
    
    3,021 voters"
Best Male Character,https://goodreads.com/list/show/2992.Best_Male_Character,"3,123 books
    
    3,016 voters"
YA Novels of 2010,https://goodreads.com/list/show/2699.YA_Novels_of_2010,"570 books
    
    3,003 voters"
Teen Historical Fiction,https://goodreads.com/list/show/476.Teen_Historical_Fiction,"1,246 books
    
    2,994 voters"
Title,List,Listfulldetails
Best Accidentally Pregnant in Romance Novels,https://goodreads.com/list/show/22303.Best_Accidentally_Pregnant_in_Romance_Novels,"1,065 books
    
    2,993 voters"
Books That Should Be Released Sooner!!!,https://goodreads.com/list/show/24047.Books_That_Should_Be_Released_Sooner_,"50 books
    
    2,973 voters"
Most Interesting World,https://goodreads.com/list/show/32774.Most_Interesting_World,"4,935 books
    
    2,963 voters"
Best Book Cover 2009,https://goodreads.com/list/show/1712.Best_Book_Cover_2009,"327 books
    
    2,963 voters"
Must Read YA Fiction!,https://goodreads.com/list/show/881.Must_Read_YA_Fiction_,"1,838 books
    
    2,962 voters"
100 Thrillers to Read in a Lifetime,https://goodreads.com/list/show/164432.100_Thrillers_to_Read_in_a_Lifetime,"2,184 books
    
    2,961 voters"
Books That Surprised Me - Way Better Than I Thought They Would Be,https://goodreads.com/list/show/16688.Books_That_Surprised_Me_Way_Better_Than_I_Thought_They_Would_Be,"5,527 books
    
    2,957 voters"
Best Teen/Young Adult Books,https://goodreads.com/list/show/685.Best_Teen_Young_Adult_Books,"2,036 books
    
    2,945 voters"
Motivational and Self-Improvement Books,https://goodreads.com/list/show/7616.Motivational_and_Self_Improvement_Books,"2,667 books
    
    2,942 voters"
Memoirs by Women,https://goodreads.com/list/show/184.Memoirs_by_Women,"2,851 books
    
    2,925 voters"
Title,List,Listfulldetails
Best Christian Fiction,https://goodreads.com/list/show/463.Best_Christian_Fiction,"2,577 books
    
    2,911 voters"
Best Science Fiction With a Female Protagonist,https://goodreads.com/list/show/1301.Best_Science_Fiction_With_a_Female_Protagonist,"1,319 books
    
    2,883 voters"
Best Philosophical Literature,https://goodreads.com/list/show/453.Best_Philosophical_Literature,"1,124 books
    
    2,879 voters"
Best Books of 2018,https://goodreads.com/list/show/119307.Best_Books_of_2018,"1,540 books
    
    2,873 voters"
Well-Written Holocaust Books,https://goodreads.com/list/show/1720.Well_Written_Holocaust_Books,"824 books
    
    2,865 voters"
Self-Published Young Adult Books,https://goodreads.com/list/show/6674.Self_Published_Young_Adult_Books,"1,893 books
    
    2,845 voters"
Best Feminist Fiction,https://goodreads.com/list/show/46.Best_Feminist_Fiction,"1,438 books
    
    2,845 voters"
Romance Books Everyone Should Read,https://goodreads.com/list/show/84796.Romance_Books_Everyone_Should_Read,"2,901 books
    
    2,844 voters"
Killer Thrillers.,https://goodreads.com/list/show/164423.Killer_Thrillers_,"2,279 books
    
    2,841 voters"
March 2021 Most Anticipated Romance Releases,https://goodreads.com/list/show/151001.March_2021_Most_Anticipated_Romance_Releases,"238 books
    
    2,836 voters"
Title,List,Listfulldetails
Slow-Burn Romance,https://goodreads.com/list/show/97747.Slow_Burn_Romance,"1,539 books
    
    2,817 voters"
What we've read so far in 2013...,https://goodreads.com/list/show/29538.What_we_ve_read_so_far_in_2013_,"8,045 books
    
    2,812 voters"
Best Historical Fiction of the 21st Century,https://goodreads.com/list/show/91.Best_Historical_Fiction_of_the_21st_Century,"1,212 books
    
    2,809 voters"
Best Romantic Suspense,https://goodreads.com/list/show/280.Best_Romantic_Suspense,"2,085 books
    
    2,798 voters"
Best Chick-Lit I've Ever Read,https://goodreads.com/list/show/11239.Best_Chick_Lit_I_ve_Ever_Read,"1,458 books
    
    2,786 voters"
Thrillers Must-Reads.,https://goodreads.com/list/show/164293.Thrillers_Must_Reads_,"1,234 books
    
    2,782 voters"
New Speculative Fiction Stars,https://goodreads.com/list/show/1131.New_Speculative_Fiction_Stars,"1,094 books
    
    2,782 voters"
Most Anticipated Books of 2017,https://goodreads.com/list/show/95389.Most_Anticipated_Books_of_2017,"962 books
    
    2,776 voters"
Most Anticipated Romance Novels of 2020,https://goodreads.com/list/show/126862.Most_Anticipated_Romance_Novels_of_2020,"951 books
    
    2,774 voters"
Bikers,https://goodreads.com/list/show/45209.Bikers,"1,409 books
    
    2,771 voters"
Title,List,Listfulldetails
Best Covers of 2014,https://goodreads.com/list/show/47837.Best_Covers_of_2014,"994 books
    
    2,760 voters"
Best Books of 2016,https://goodreads.com/list/show/95160.Best_Books_of_2016,"1,710 books
    
    2,759 voters"
Dystopia!,https://goodreads.com/list/show/563.Dystopia_,"1,171 books
    
    2,749 voters"
Best Audiobooks Ever,https://goodreads.com/list/show/130.Best_Audiobooks_Ever,"1,796 books
    
    2,747 voters"
"Non-Caucasian Protagonists in Science Fiction, Fantasy, Horror, and Paranormal Romance",https://goodreads.com/list/show/11395.Non_Caucasian_Protagonists_in_Science_Fiction_Fantasy_Horror_and_Paranormal_Romance,"2,377 books
    
    2,730 voters"
Best Biographies,https://goodreads.com/list/show/29013.Best_Biographies_,"1,339 books
    
    2,727 voters"
My Dream Leading Men...,https://goodreads.com/list/show/3515.My_Dream_Leading_Men_,"2,432 books
    
    2,713 voters"
Bad boys meet the virgins,https://goodreads.com/list/show/8011.Bad_boys_meet_the_virgins,"1,241 books
    
    2,712 voters"
YA Novels of 2021,https://goodreads.com/list/show/113013.YA_Novels_of_2021,"798 books
    
    2,699 voters"
Best Young Adult Books EVER.,https://goodreads.com/list/show/164770.Best_Young_Adult_Books_EVER_,"2,152 books
    
    2,696 voters"
Title,List,Listfulldetails
Taboo Reads,https://goodreads.com/list/show/27510.Taboo_Reads,"1,636 books
    
    2,696 voters"
May 2020 Most-Anticipated Romances,https://goodreads.com/list/show/144341.May_2020_Most_Anticipated_Romances,"221 books
    
    2,695 voters"
Books You Must Read!,https://goodreads.com/list/show/18816.Books_You_Must_Read_,"5,343 books
    
    2,695 voters"
Is It Just Me? Books You Disliked That Everyone Else Seems To Love,https://goodreads.com/list/show/19570.Is_It_Just_Me_Books_You_Disliked_That_Everyone_Else_Seems_To_Love,"2,039 books
    
    2,690 voters"
Unforgettables,https://goodreads.com/list/show/592.Unforgettables,"5,581 books
    
    2,688 voters"
Young Adult THRILLERS.,https://goodreads.com/list/show/164773.Young_Adult_THRILLERS_,"2,122 books
    
    2,685 voters"
Quality Dark Fiction,https://goodreads.com/list/show/2839.Quality_Dark_Fiction,"2,322 books
    
    2,684 voters"
Cozy Mystery Series - First Book of a Series,https://goodreads.com/list/show/702.Cozy_Mystery_Series_First_Book_of_a_Series,"1,053 books
    
    2,673 voters"
Can't Wait Books of 2020,https://goodreads.com/list/show/130196.Can_t_Wait_Books_of_2020,"1,102 books
    
    2,668 voters"
Favorite Erotic Romance,https://goodreads.com/list/show/320.Favorite_Erotic_Romance,"2,485 books
    
    2,665 voters"
Title,List,Listfulldetails
The Five Books I Would Require If I Taught an English Literature Class,https://goodreads.com/list/show/1168.The_Five_Books_I_Would_Require_If_I_Taught_an_English_Literature_Class,"598 books
    
    2,662 voters"
Foreign Lands,https://goodreads.com/list/show/546.Foreign_Lands,"2,320 books
    
    2,658 voters"
Best Young Adult book THIS century,https://goodreads.com/list/show/164771.Best_Young_Adult_book_THIS_century,"2,137 books
    
    2,657 voters"
Best Indian Fiction Books,https://goodreads.com/list/show/4098.Best_Indian_Fiction_Books,"868 books
    
    2,655 voters"
2014 Romantic Releases (Jan-May),https://goodreads.com/list/show/45366.2014_Romantic_Releases_Jan_May_,"518 books
    
    2,650 voters"
Best Southern Literature,https://goodreads.com/list/show/58.Best_Southern_Literature,"1,312 books
    
    2,639 voters"
Best Young Adult Dystopian Novels,https://goodreads.com/list/show/12408.Best_Young_Adult_Dystopian_Novels,"568 books
    
    2,637 voters"
Best Poetry Books,https://goodreads.com/list/show/36.Best_Poetry_Books,"2,740 books
    
    2,625 voters"
YA Books that TEACH your kids something.,https://goodreads.com/list/show/164772.YA_Books_that_TEACH_your_kids_something_,"2,182 books
    
    2,624 voters"
Best Self Help Books,https://goodreads.com/list/show/691.Best_Self_Help_Books,"2,058 books
    
    2,619 voters"
Title,List,Listfulldetails
Books You Could Not Put Down,https://goodreads.com/list/show/1657.Books_You_Could_Not_Put_Down,"5,750 books
    
    2,612 voters"
Best enemies to lovers,https://goodreads.com/list/show/73396.Best_enemies_to_lovers,"870 books
    
    2,609 voters"
Most Anticipated Romance Books of 2020,https://goodreads.com/list/show/133296.Most_Anticipated_Romance_Books_of_2020,"779 books
    
    2,604 voters"
READ IT OVER AND OVER AGAIN!,https://goodreads.com/list/show/14227.READ_IT_OVER_AND_OVER_AGAIN_,"5,706 books
    
    2,601 voters"
New Series (2013),https://goodreads.com/list/show/19776.New_Series_2013_,"1,000 books
    
    2,598 voters"
2012 YA Contemporaries,https://goodreads.com/list/show/12214.2012_YA_Contemporaries,"264 books
    
    2,592 voters"
Historical Fiction 2013,https://goodreads.com/list/show/23965.Historical_Fiction_2013,"379 books
    
    2,580 voters"
أفضل الكتب العربية الصادرة في 2013,https://goodreads.com/list/show/32398._2013,"168 books
    
    2,578 voters"
Best Books of 2010,https://goodreads.com/list/show/3957.Best_Books_of_2010,"1,491 books
    
    2,575 voters"
"All Time AWESOME BOOKS: New, Old n Upcoming",https://goodreads.com/list/show/18346.All_Time_AWESOME_BOOKS_New_Old_n_Upcoming,"5,681 books
    
    2,572 voters"
Title,List,Listfulldetails
October 2018 Most-Anticipated Romances,https://goodreads.com/list/show/126354.October_2018_Most_Anticipated_Romances,"191 books
    
    2,570 voters"
The Ultimate List of Fighter Romance,https://goodreads.com/list/show/35978.The_Ultimate_List_of_Fighter_Romance_,"459 books
    
    2,553 voters"
Can't Wait Sci-Fi/Fantasy of 2014,https://goodreads.com/list/show/38755.Can_t_Wait_Sci_Fi_Fantasy_of_2014,"497 books
    
    2,542 voters"
2014 Paranormal Romance/Urban Fantasy (July - December),https://goodreads.com/list/show/31151.2014_Paranormal_Romance_Urban_Fantasy_July_December_,"374 books
    
    2,541 voters"
Kick-Butt Heroines,https://goodreads.com/list/show/3927.Kick_Butt_Heroines,"2,393 books
    
    2,537 voters"
Books That Made Me Laugh Out Loud,https://goodreads.com/list/show/4186.Books_That_Made_Me_Laugh_Out_Loud,"2,008 books
    
    2,523 voters"
SCARS ARE SEXY- Books with imperfect/disfigured/disabled heroes,https://goodreads.com/list/show/9459.SCARS_ARE_SEXY_Books_with_imperfect_disfigured_disabled_heroes,"1,831 books
    
    2,511 voters"
Dragons,https://goodreads.com/list/show/583.Dragons,"1,656 books
    
    2,509 voters"
Microhistory: Social Histories of Just One Thing,https://goodreads.com/list/show/1058.Microhistory_Social_Histories_of_Just_One_Thing,"1,739 books
    
    2,507 voters"
Supernatural Romance,https://goodreads.com/list/show/1026.Supernatural_Romance,"1,431 books
    
    2,507 voters"
Title,List,Listfulldetails
Can't Wait Books of 2021,https://goodreads.com/list/show/138370.Can_t_Wait_Books_of_2021,"1,174 books
    
    2,494 voters"
Best Fantasy Books with Gay  Main Characters,https://goodreads.com/list/show/3948.Best_Fantasy_Books_with_Gay_Main_Characters,"1,053 books
    
    2,487 voters"
Thickest Books Ever,https://goodreads.com/list/show/8.Thickest_Books_Ever,"883 books
    
    2,483 voters"
I Don't Understand All That Fuss,https://goodreads.com/list/show/9322.I_Don_t_Understand_All_That_Fuss,"873 books
    
    2,481 voters"
Books That Changed My World,https://goodreads.com/list/show/5918.Books_That_Changed_My_World,"2,410 books
    
    2,477 voters"
Goodreads Choice Awards 2018 (eligible for write-in only),https://goodreads.com/list/show/116013.Goodreads_Choice_Awards_2018_eligible_for_write_in_only_,"1,466 books
    
    2,475 voters"
Indian Books - Fiction,https://goodreads.com/list/show/10381.Indian_Books_Fiction,"968 books
    
    2,473 voters"
2014 Paranormal Romance/Urban Fantasy (January - June),https://goodreads.com/list/show/30399.2014_Paranormal_Romance_Urban_Fantasy_January_June_,"543 books
    
    2,469 voters"
Best Lesbian Fiction,https://goodreads.com/list/show/4541.Best_Lesbian_Fiction,"1,875 books
    
    2,464 voters"
Historical Fiction 2014,https://goodreads.com/list/show/39839.Historical_Fiction_2014,"367 books
    
    2,460 voters"
Title,List,Listfulldetails
2014 Romantic Releases (June-September)),https://goodreads.com/list/show/52657.2014_Romantic_Releases_June_September_,"563 books
    
    2,452 voters"
Best Erotica,https://goodreads.com/list/show/4993.Best_Erotica,"2,392 books
    
    2,452 voters"
Forthcoming Books,https://goodreads.com/list/show/42835.Forthcoming_Books,"265 books
    
    2,450 voters"
Books about Faery,https://goodreads.com/list/show/2512.Books_about_Faery,"1,078 books
    
    2,449 voters"
PBS’s The Great American Read: List of America’s Top 100 Books,https://goodreads.com/list/show/123237.PBS_s_The_Great_American_Read_List_of_America_s_Top_100_Books,"100 books
    
    2,448 voters"
Best Teen Girl Books,https://goodreads.com/list/show/1816.Best_Teen_Girl_Books,"1,730 books
    
    2,447 voters"
Best Historical Fiction Books that Are Actually Historical Fiction,https://goodreads.com/list/show/7483.Best_Historical_Fiction_Books_that_Are_Actually_Historical_Fiction,"2,255 books
    
    2,446 voters"
July 2020 Most-Anticipated Romances,https://goodreads.com/list/show/147267.July_2020_Most_Anticipated_Romances,"210 books
    
    2,445 voters"
Best Books With Witches,https://goodreads.com/list/show/11296.Best_Books_With_Witches,"1,700 books
    
    2,441 voters"
Books you have read more than one time,https://goodreads.com/list/show/9357.Books_you_have_read_more_than_one_time,"6,544 books
    
    2,431 voters"
Title,List,Listfulldetails
August 2020 Most Anticipated Romances,https://goodreads.com/list/show/144581.August_2020_Most_Anticipated_Romances,"192 books
    
    2,427 voters"
Best American History Books,https://goodreads.com/list/show/290.Best_American_History_Books,"2,003 books
    
    2,424 voters"
Best Action-Adventure Novels,https://goodreads.com/list/show/514.Best_Action_Adventure_Novels,"2,279 books
    
    2,421 voters"
YA Debuts 2013,https://goodreads.com/list/show/12392.YA_Debuts_2013,"511 books
    
    2,420 voters"
Best Beach Reads 2015,https://goodreads.com/list/show/87711.Best_Beach_Reads_2015,"1,746 books
    
    2,396 voters"
Top Romances Of 2015,https://goodreads.com/list/show/86281.Top_Romances_Of_2015,"560 books
    
    2,392 voters"
Highly Anticipated Romances Releasing in June 2020.,https://goodreads.com/list/show/145069.Highly_Anticipated_Romances_Releasing_in_June_2020_,"226 books
    
    2,391 voters"
Books for 2009,https://goodreads.com/list/show/817.Books_for_2009,"581 books
    
    2,391 voters"
Fifty Shades Support Group - Book Recommendations,https://goodreads.com/list/show/18503.Fifty_Shades_Support_Group_Book_Recommendations,"1,581 books
    
    2,389 voters"
September 2020 Most Anticipated Romances,https://goodreads.com/list/show/148021.September_2020_Most_Anticipated_Romances_,"234 books
    
    2,387 voters"
Title,List,Listfulldetails
I wish I could read it for the first time again,https://goodreads.com/list/show/2816.I_wish_I_could_read_it_for_the_first_time_again,"5,425 books
    
    2,387 voters"
Best Indie YA/New Adult Books,https://goodreads.com/list/show/22924.Best_Indie_YA_New_Adult_Books,"1,234 books
    
    2,381 voters"
September 2018 Most-Anticipated Romances,https://goodreads.com/list/show/124666.September_2018_Most_Anticipated_Romances,"149 books
    
    2,380 voters"
Strong Heroine Series,https://goodreads.com/list/show/1619.Strong_Heroine_Series,"1,643 books
    
    2,380 voters"
My Favourite Historical Romance,https://goodreads.com/list/show/600.My_Favourite_Historical_Romance,"1,903 books
    
    2,364 voters"
Best Books of THIS Century.,https://goodreads.com/list/show/164376.Best_Books_of_THIS_Century_,"2,237 books
    
    2,355 voters"
2014♥ cant wait!,https://goodreads.com/list/show/39186.2014_cant_wait_,"951 books
    
    2,355 voters"
2014 Must Reads,https://goodreads.com/list/show/47810.2014_Must_Reads,"2,032 books
    
    2,353 voters"
Books that should get more attention,https://goodreads.com/list/show/4836.Books_that_should_get_more_attention,"2,419 books
    
    2,353 voters"
Best Books of the Decade: 1980s,https://goodreads.com/list/show/9.Best_Books_of_the_Decade_1980s,"2,199 books
    
    2,339 voters"
Title,List,Listfulldetails
Amazing YA Covers of 2012,https://goodreads.com/list/show/11551.Amazing_YA_Covers_of_2012,"737 books
    
    2,338 voters"
Inspiring Books,https://goodreads.com/list/show/41846.Inspiring_Books,"2,989 books
    
    2,335 voters"
Heart stopping THRILLERS.,https://goodreads.com/list/show/164774.Heart_stopping_THRILLERS_,"1,126 books
    
    2,328 voters"
10 Malayalam Must read before you die book,https://goodreads.com/list/show/22104.10_Malayalam_Must_read_before_you_die_book,"146 books
    
    2,317 voters"
Books I Will Never Forget,https://goodreads.com/list/show/3555.Books_I_Will_Never_Forget,"5,207 books
    
    2,312 voters"
Schmexy Books Worth Reading,https://goodreads.com/list/show/39195.Schmexy_Books_Worth_Reading,"1,832 books
    
    2,302 voters"
First In Series (2013),https://goodreads.com/list/show/19746.First_In_Series_2013_,"902 books
    
    2,294 voters"
Best Books About Mythology,https://goodreads.com/list/show/432.Best_Books_About_Mythology,"1,232 books
    
    2,285 voters"
100 Science Fiction & Fantasy Books to Read in a Lifetime: Readers' Picks,https://goodreads.com/list/show/92524.100_Science_Fiction_Fantasy_Books_to_Read_in_a_Lifetime_Readers_Picks,"2,661 books
    
    2,284 voters"
New Adult Contemporary,https://goodreads.com/list/show/27840.New_Adult_Contemporary,"964 books
    
    2,284 voters"
Title,List,Listfulldetails
Best Books for Reluctant Readers,https://goodreads.com/list/show/488.Best_Books_for_Reluctant_Readers,"2,412 books
    
    2,284 voters"
June 2021 Most Anticipated Romance Releases,https://goodreads.com/list/show/156229.June_2021_Most_Anticipated_Romance_Releases,"279 books
    
    2,279 voters"
May 2021 Most Anticipated Romance Releases,https://goodreads.com/list/show/154079.May_2021_Most_Anticipated_Romance_Releases,"243 books
    
    2,279 voters"
best kindle romance books,https://goodreads.com/list/show/14502.best_kindle_romance_books,"1,342 books
    
    2,279 voters"
Can't Wait Best New Romances for 2018 (New Releases/ Upcoming Releases),https://goodreads.com/list/show/102535.Can_t_Wait_Best_New_Romances_for_2018_New_Releases_Upcoming_Releases_,"581 books
    
    2,275 voters"
Best Cozy Mystery Series,https://goodreads.com/list/show/3810.Best_Cozy_Mystery_Series,"2,041 books
    
    2,271 voters"
"Witty, Cute & Sexy M/F Adult Contemporary Romance",https://goodreads.com/list/show/40507.Witty_Cute_Sexy_M_F_Adult_Contemporary_Romance,"1,181 books
    
    2,254 voters"
I Had No Idea This Book Would Be So Good,https://goodreads.com/list/show/5876.I_Had_No_Idea_This_Book_Would_Be_So_Good,"5,015 books
    
    2,252 voters"
Great Indie Novels,https://goodreads.com/list/show/16752.Great_Indie_Novels,"2,068 books
    
    2,248 voters"
2013 Release books to read,https://goodreads.com/list/show/28637.2013_Release_books_to_read,"1,021 books
    
    2,245 voters"
Title,List,Listfulldetails
"Best Banned, Censored, and Challenged Books",https://goodreads.com/list/show/1360.Best_Banned_Censored_and_Challenged_Books,"568 books
    
    2,245 voters"
Best Bad Boy,https://goodreads.com/list/show/12234.Best_Bad_Boy,"1,007 books
    
    2,240 voters"
The Best of the Best Romance Novels of the Twentieth Century,https://goodreads.com/list/show/142.The_Best_of_the_Best_Romance_Novels_of_the_Twentieth_Century,"621 books
    
    2,239 voters"
Best Detective/Mystery Series,https://goodreads.com/list/show/640.Best_Detective_Mystery_Series,"2,113 books
    
    2,238 voters"
Collections of Short Stories,https://goodreads.com/list/show/227.Collections_of_Short_Stories,"2,754 books
    
    2,219 voters"
Epic Rockstar Stories,https://goodreads.com/list/show/480.Epic_Rockstar_Stories,"708 books
    
    2,217 voters"
Most Beautiful YA Covers of 2014,https://goodreads.com/list/show/39232.Most_Beautiful_YA_Covers_of_2014,"471 books
    
    2,213 voters"
Oprah's Book Club Picks,https://goodreads.com/list/show/216.Oprah_s_Book_Club_Picks,"96 books
    
    2,212 voters"
Historical Fiction 2015,https://goodreads.com/list/show/73227.Historical_Fiction_2015,"377 books
    
    2,211 voters"
Best Fantasy Books Under the Radar,https://goodreads.com/list/show/5406.Best_Fantasy_Books_Under_the_Radar_,"1,870 books
    
    2,209 voters"
Title,List,Listfulldetails
2011 Debut Authors (Young Adult and Middle Grade Lit.),https://goodreads.com/list/show/6138.2011_Debut_Authors_Young_Adult_and_Middle_Grade_Lit_,"260 books
    
    2,208 voters"
Best Russian Literature,https://goodreads.com/list/show/113.Best_Russian_Literature,"495 books
    
    2,206 voters"
April 2021 Most Anticipated Romance Book Releases,https://goodreads.com/list/show/151129.April_2021_Most_Anticipated_Romance_Book_Releases,"274 books
    
    2,196 voters"
Best Kristen Ashley Books,https://goodreads.com/list/show/21456.Best_Kristen_Ashley_Books,"71 books
    
    2,196 voters"
February 2020 Most-Anticipated Romances,https://goodreads.com/list/show/140255.February_2020_Most_Anticipated_Romances,"195 books
    
    2,192 voters"
Beautiful Book Covers of 2013,https://goodreads.com/list/show/16536.Beautiful_Book_Covers_of_2013,"595 books
    
    2,188 voters"
Can't Wait Books of 2022,https://goodreads.com/list/show/147587.Can_t_Wait_Books_of_2022,"1,293 books
    
    2,174 voters"
Best Highland/Scotland Romance Novels,https://goodreads.com/list/show/4095.Best_Highland_Scotland_Romance_Novels,"666 books
    
    2,172 voters"
June 2019 Most Anticipated Romances,https://goodreads.com/list/show/133985.June_2019_Most_Anticipated_Romances,"187 books
    
    2,161 voters"
What we've read so far in...2015,https://goodreads.com/list/show/83211.What_we_ve_read_so_far_in_2015,"9,874 books
    
    2,161 voters"
Title,List,Listfulldetails
Best Paranormal Romance/Urban Fantasy,https://goodreads.com/list/show/1472.Best_Paranormal_Romance_Urban_Fantasy,"1,352 books
    
    2,156 voters"
Goodreads Picks for Tournament of Books 2017,https://goodreads.com/list/show/97340.Goodreads_Picks_for_Tournament_of_Books_2017,"512 books
    
    2,147 voters"
CLEAN Romance Books,https://goodreads.com/list/show/3674.CLEAN_Romance_Books,"2,733 books
    
    2,147 voters"
Best Spy Novels,https://goodreads.com/list/show/8887.Best_Spy_Novels_,"1,234 books
    
    2,146 voters"
Best Second Chance Romance,https://goodreads.com/list/show/15200.Best_Second_Chance_Romance,"1,187 books
    
    2,145 voters"
High Tech Thrillers.,https://goodreads.com/list/show/164775.High_Tech_Thrillers_,"1,072 books
    
    2,144 voters"
Best Dystopian Books for Teens,https://goodreads.com/list/show/4960.Best_Dystopian_Books_for_Teens,"494 books
    
    2,134 voters"
Well-written M/F Steamy Romance (with Little or no BDSM),https://goodreads.com/list/show/35940.Well_written_M_F_Steamy_Romance_with_Little_or_no_BDSM_,"1,112 books
    
    2,133 voters"
Funniest Novels of All Time,https://goodreads.com/list/show/5447.Funniest_Novels_of_All_Time,"1,324 books
    
    2,129 voters"
October 2019 Most-Anticipated Romances,https://goodreads.com/list/show/137587.October_2019_Most_Anticipated_Romances,"262 books
    
    2,120 voters"
Title,List,Listfulldetails
Humorous Paranormal Books,https://goodreads.com/list/show/3246.Humorous_Paranormal_Books,"1,387 books
    
    2,112 voters"
New Adult/Post HS books,https://goodreads.com/list/show/7944.New_Adult_Post_HS_books,"863 books
    
    2,110 voters"
